-41713531.3258256391	4.17135e+13
-31184803.5075208843	2.52406e-01
-30415603.1081179939	2.46659e-02
-29946302.0504057147	1.54296e-02
-29692121.8730385676	8.48787e-03
-29543612.4662985913	5.00164e-03
-29452188.8331670836	3.09453e-03
-29391465.0628678128	2.06177e-03
-29349247.3075478896	1.43640e-03
-29319402.8140434660	1.01687e-03
-29296993.2638233937	7.64325e-04
-29279851.5056396052	5.85103e-04
-29266186.8574361466	4.66691e-04
-29255193.8195333891	3.75622e-04
-29246698.0791557916	2.90401e-04
-29239395.7668583877	2.49680e-04
-29232920.0956042074	2.21471e-04
-29226653.5135835335	2.14367e-04
-29220760.4703401215	2.01633e-04
-29215760.5151417553	1.71110e-04
-29211216.9146816395	1.55519e-04
-29206870.5717737898	1.48790e-04
-29202635.4294068776	1.45005e-04
-29198892.3377424479	1.28177e-04
-29195377.2506031729	1.20384e-04
-29191952.8333431743	1.17293e-04
-29188386.4606489427	1.22170e-04
-29185175.4233609401	1.10011e-04
-29182107.7273978628	1.05111e-04
-29179223.8126300238	9.88248e-05
